patient_index,PSNR_loss,BCE_loss,TP,FP,TN,FN,Sensitivity,Specificity,DICE,C
LIDC-IDRI-0926,,,,,,,,,,0_1
LIDC-IDRI-0928,,,,,,,,,,0_1
LIDC-IDRI-0929,,,,,,,,,,0_1
LIDC-IDRI-0932,,,,,,,,,,0_1
LIDC-IDRI-0933,,,,,,,,,,0_1
LIDC-IDRI-0935,,,,,,,,,,0_1
LIDC-IDRI-0936,29.22795677185,0.0084674851968975,1.9377260562045,35.91981601715,261745.82421875,360.312274933,0.004806991607520115,0.999862790336935,0.008753727654568711,0_1
LIDC-IDRI-0938,,,,,,,,,,0_1
LIDC-IDRI-0939,,,,,,,,,,0_1
LIDC-IDRI-0940,,,,,,,,,,0_1
LIDC-IDRI-0941,,,,,,,,,,0_1
LIDC-IDRI-0942,31.281338453275,0.0078474342008125,290.82827949525,610.791135788,261215.7109375,26.671723261466248,0.9222330683893567,0.9976674463003847,0.5001103686579406,0_1
LIDC-IDRI-0943,,,,,,,,,,0_1
LIDC-IDRI-0944,,,,,,,,,,0_1
LIDC-IDRI-0945,36.7564468384,0.0067731407471,236.302017212,863.94128418,261005.0625,38.6979827881,0.8592800625887785,0.9967008646625012,0.3436512171668847,0_1
LIDC-IDRI-0946,,,,,,,,,,0_1
LIDC-IDRI-0947,,,,,,,,,,0_1
LIDC-IDRI-0949,39.62471135456667,0.002151667800113333,233.08847045899998,114.53955586773333,261606.13020833334,190.24486287433334,0.5512711708532834,0.9995623806271982,0.6048396735592979,0_1
LIDC-IDRI-0950,,,,,,,,,,0_1
LIDC-IDRI-0951,26.423423767075004,0.14786885119976667,0.0,430.949846267775,261334.38411458334,378.6666666666667,0.0,0.9983537250514702,0.0,0_1
LIDC-IDRI-0953,,,,,,,,,,0_1
LIDC-IDRI-0955,,,,,,,,,,0_1
LIDC-IDRI-0956,,,,,,,,,,0_1
LIDC-IDRI-0957,,,,,,,,,,0_1
LIDC-IDRI-0958,,,,,,,,,,0_1
LIDC-IDRI-0959,,,,,,,,,,0_1
LIDC-IDRI-0961,,,,,,,,,,0_1
